entry,at,order
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T10:13:47.170Z,167732002717000
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:13:45.241Z,167732002524100
"""Andrew @ -kN9JZEj5n"" raises to 2.00",2023-02-25T10:13:44.333Z,167732002433300
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T10:13:42.443Z,167732002244300
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T10:13:41.485Z,167732002148500
"""shaan @ 983r-_KdVZ"" calls 0.50",2023-02-25T10:13:39.653Z,167732001965300
"""SHIKMAN @ 6AIys4Ls8K"" posts a big blind of 0.50",2023-02-25T10:13:34.634Z,167732001463409
"""EmperorPenguin @ wu4siWEy8A"" posts a small blind of 0.25",2023-02-25T10:13:34.634Z,167732001463408
"Your hand is 9♦, 8♣",2023-02-25T10:13:34.634Z,167732001463404
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (234.73) | #2 ""shaan @ 983r-_KdVZ"" (899.75) | #4 ""tzeng @ mvuSju_1SI"" (190.39) | #6 ""jsu @ JCMKyZuhdN"" (469.19) | #7 ""Andrew @ -kN9JZEj5n"" (878.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (465.21)",2023-02-25T10:13:34.634Z,167732001463401
"-- starting hand #182 (id: qdwq1lt1zkkd)  (No Limit Texas Hold'em) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T10:13:34.634Z,167732001463400
"-- ending hand #181 --",2023-02-25T10:13:28.631Z,167732000863103
"""Andrew @ -kN9JZEj5n"" shows a J♦, 8♠.",2023-02-25T10:13:28.631Z,167732000863102
"""tzeng @ mvuSju_1SI"" collected 13.50 from pot with Pair, 8's (combination: 8♣, 8♥, A♠, 10♣, 7♥)",2023-02-25T10:13:28.631Z,167732000863101
"""tzeng @ mvuSju_1SI"" shows a 8♣, 8♥.",2023-02-25T10:13:28.631Z,167732000863100
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T10:13:27.767Z,167732000776700
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:13:26.784Z,167732000678400
"River: 2♦, 10♣, 7♥, 5♠ [A♠]",2023-02-25T10:13:26.230Z,167732000623000
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T10:13:25.370Z,167732000537000
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:13:20.837Z,167732000083700
"Turn: 2♦, 10♣, 7♥ [5♠]",2023-02-25T10:13:20.337Z,167732000033700
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T10:13:19.532Z,167731999953200
"""Andrew @ -kN9JZEj5n"" calls 3.50",2023-02-25T10:13:17.078Z,167731999707800
"""tzeng @ mvuSju_1SI"" bets 3.50",2023-02-25T10:13:16.197Z,167731999619700
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:13:13.965Z,167731999396500
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:13:11.700Z,167731999170000
"Flop:  [2♦, 10♣, 7♥]",2023-02-25T10:13:10.525Z,167731999052500
"""shaan @ 983r-_KdVZ"" calls 2.00",2023-02-25T10:13:09.616Z,167731998961600
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:13:04.040Z,167731998404000
"""Andrew @ -kN9JZEj5n"" calls 2.00",2023-02-25T10:13:03.147Z,167731998314700
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T10:13:02.307Z,167731998230700
"""tzeng @ mvuSju_1SI"" raises to 2.00",2023-02-25T10:13:00.259Z,167731998025900
"""shaan @ 983r-_KdVZ"" calls 0.50",2023-02-25T10:12:58.227Z,167731997822700
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T10:12:54.231Z,167731997423100
"""EmperorPenguin @ wu4siWEy8A"" posts a big blind of 0.50",2023-02-25T10:12:52.208Z,167731997220809
"""Andrew @ -kN9JZEj5n"" posts a small blind of 0.25",2023-02-25T10:12:52.208Z,167731997220808
"Your hand is 8♣, 8♥",2023-02-25T10:12:52.208Z,167731997220804
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (234.73) | #2 ""shaan @ 983r-_KdVZ"" (901.75) | #4 ""tzeng @ mvuSju_1SI"" (182.39) | #6 ""jsu @ JCMKyZuhdN"" (469.19) | #7 ""Andrew @ -kN9JZEj5n"" (884.45) | #9 ""EmperorPenguin @ wu4siWEy8A"" (465.71)",2023-02-25T10:12:52.208Z,167731997220801
"-- starting hand #181 (id: vfkgzbidux8k)  (No Limit Texas Hold'em) (dealer: ""jsu @ JCMKyZuhdN"") --",2023-02-25T10:12:52.208Z,167731997220800
"-- ending hand #180 --",2023-02-25T10:12:46.203Z,167731996620303
"""Andrew @ -kN9JZEj5n"" shows a J♠, 9♠.",2023-02-25T10:12:46.203Z,167731996620302
"""shaan @ 983r-_KdVZ"" collected 101.75 from pot with Three of a Kind, A's (combination: A♣, A♦, A♥, Q♦, 9♥)",2023-02-25T10:12:46.203Z,167731996620301
"""shaan @ 983r-_KdVZ"" shows a A♣, A♦.",2023-02-25T10:12:46.203Z,167731996620300
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:12:45.375Z,167731996537500
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:12:40.854Z,167731996085400
"River: 2♦, A♥, 9♥, 6♦ [Q♦]",2023-02-25T10:12:40.298Z,167731996029800
"""Andrew @ -kN9JZEj5n"" calls 40.00",2023-02-25T10:12:39.468Z,167731995946800
"""shaan @ 983r-_KdVZ"" bets 40.00",2023-02-25T10:12:37.274Z,167731995727400
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:12:32.628Z,167731995262800
"Turn: 2♦, A♥, 9♥ [6♦]",2023-02-25T10:12:31.995Z,167731995199500
"""Andrew @ -kN9JZEj5n"" calls 9.00",2023-02-25T10:12:31.137Z,167731995113700
"""shaan @ 983r-_KdVZ"" bets 9.00",2023-02-25T10:12:29.710Z,167731994971000
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:12:23.682Z,167731994368200
"Flop:  [2♦, A♥, 9♥]",2023-02-25T10:12:22.123Z,167731994212300
"""Andrew @ -kN9JZEj5n"" calls 1.75",2023-02-25T10:12:21.316Z,167731994131600
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T10:12:20.479Z,167731994047900
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T10:12:19.520Z,167731993952000
"""shaan @ 983r-_KdVZ"" raises to 1.75",2023-02-25T10:12:15.993Z,167731993599300
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T10:12:10.221Z,167731993022100
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:12:09.349Z,167731992934900
"""Andrew @ -kN9JZEj5n"" posts a big blind of 0.50",2023-02-25T10:12:06.880Z,167731992688009
"""jsu @ JCMKyZuhdN"" posts a small blind of 0.25",2023-02-25T10:12:06.880Z,167731992688008
"Your hand is 10♥, 5♠",2023-02-25T10:12:06.880Z,167731992688004
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (234.73) | #2 ""shaan @ 983r-_KdVZ"" (850.75) | #4 ""tzeng @ mvuSju_1SI"" (182.39) | #6 ""jsu @ JCMKyZuhdN"" (469.44) | #7 ""Andrew @ -kN9JZEj5n"" (935.20) | #9 ""EmperorPenguin @ wu4siWEy8A"" (465.71)",2023-02-25T10:12:06.880Z,167731992688001
"-- starting hand #180 (id: otkzbvpt4z7a)  (No Limit Texas Hold'em) (dealer: ""tzeng @ mvuSju_1SI"") --",2023-02-25T10:12:06.880Z,167731992688000
"""SHIKMAN @ 6AIys4Ls8K"" shows a J♠, J♣.",2023-02-25T10:12:02.355Z,167731992235500
"-- ending hand #179 --",2023-02-25T10:12:00.273Z,167731992027302
"""shaan @ 983r-_KdVZ"" collected 60.75 from pot with Full House, 5's over 4's (combination: 5♦, 5♥, 5♣, 4♦, 4♥)",2023-02-25T10:12:00.273Z,167731992027301
"""shaan @ 983r-_KdVZ"" shows a 5♦, 5♥.",2023-02-25T10:12:00.273Z,167731992027300
"""SHIKMAN @ 6AIys4Ls8K"" calls 20.00",2023-02-25T10:11:59.398Z,167731991939800
"""shaan @ 983r-_KdVZ"" bets 20.00",2023-02-25T10:11:57.309Z,167731991730900
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:11:50.617Z,167731991061700
"River: 5♣, 4♦, 2♥, 6♥ [4♥]",2023-02-25T10:11:48.260Z,167731990826000
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:11:47.381Z,167731990738100
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:11:41.535Z,167731990153500
"Turn: 5♣, 4♦, 2♥ [6♥]",2023-02-25T10:11:38.897Z,167731989889700
"""SHIKMAN @ 6AIys4Ls8K"" calls 5.00",2023-02-25T10:11:38.088Z,167731989808800
"""shaan @ 983r-_KdVZ"" bets 5.00",2023-02-25T10:11:35.827Z,167731989582700
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:11:31.087Z,167731989108700
"Flop:  [5♣, 4♦, 2♥]",2023-02-25T10:11:28.648Z,167731988864800
"""SHIKMAN @ 6AIys4Ls8K"" calls 5.00",2023-02-25T10:11:27.814Z,167731988781400
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T10:11:24.340Z,167731988434000
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T10:11:23.330Z,167731988333000
"""shaan @ 983r-_KdVZ"" raises to 5.00",2023-02-25T10:11:22.326Z,167731988232600
"""SHIKMAN @ 6AIys4Ls8K"" raises to 2.00",2023-02-25T10:11:19.079Z,167731987907900
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:11:15.266Z,167731987526600
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T10:11:13.262Z,167731987326200
"""jsu @ JCMKyZuhdN"" posts a big blind of 0.50",2023-02-25T10:11:11.879Z,167731987187909
"""tzeng @ mvuSju_1SI"" posts a small blind of 0.25",2023-02-25T10:11:11.879Z,167731987187908
"Your hand is A♦, 6♠",2023-02-25T10:11:11.879Z,167731987187904
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (264.73) | #2 ""shaan @ 983r-_KdVZ"" (820.00) | #4 ""tzeng @ mvuSju_1SI"" (182.64) | #6 ""jsu @ JCMKyZuhdN"" (469.94) | #7 ""Andrew @ -kN9JZEj5n"" (935.20) | #9 ""EmperorPenguin @ wu4siWEy8A"" (465.71)",2023-02-25T10:11:11.879Z,167731987187901
"-- starting hand #179 (id: rib12cpyipy4)  (No Limit Texas Hold'em) (dealer: ""shaan @ 983r-_KdVZ"") --",2023-02-25T10:11:11.879Z,167731987187900
"-- ending hand #178 --",2023-02-25T10:11:05.832Z,167731986583203
"""Andrew @ -kN9JZEj5n"" shows a 4♦, 2♦.",2023-02-25T10:11:05.832Z,167731986583202
"""SHIKMAN @ 6AIys4Ls8K"" collected 16.75 from pot with Pair, J's (combination: J♠, J♣, A♥, Q♠, 10♠)",2023-02-25T10:11:05.832Z,167731986583201
"""SHIKMAN @ 6AIys4Ls8K"" shows a J♠, 10♠.",2023-02-25T10:11:05.832Z,167731986583200
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:11:04.929Z,167731986492900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:11:03.668Z,167731986366800
"River: Q♠, J♣, 5♦, 4♥ [A♥]",2023-02-25T10:11:02.831Z,167731986283100
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:11:02.017Z,167731986201700
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:11:00.042Z,167731986004200
"Turn: Q♠, J♣, 5♦ [4♥]",2023-02-25T10:10:59.427Z,167731985942700
"""Andrew @ -kN9JZEj5n"" calls 3.50",2023-02-25T10:10:58.576Z,167731985857600
"""SHIKMAN @ 6AIys4Ls8K"" bets 3.50",2023-02-25T10:10:57.515Z,167731985751500
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:10:51.858Z,167731985185800
"Flop:  [Q♠, J♣, 5♦]",2023-02-25T10:10:50.823Z,167731985082300
"""Andrew @ -kN9JZEj5n"" calls 4.50",2023-02-25T10:10:49.982Z,167731984998200
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T10:10:48.518Z,167731984851800
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T10:10:47.506Z,167731984750600
"""SHIKMAN @ 6AIys4Ls8K"" raises to 4.50",2023-02-25T10:10:43.144Z,167731984314400
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:10:38.307Z,167731983830700
"""Andrew @ -kN9JZEj5n"" raises to 1.50",2023-02-25T10:10:37.290Z,167731983729000
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T10:10:35.304Z,167731983530400
"""tzeng @ mvuSju_1SI"" posts a big blind of 0.50",2023-02-25T10:10:32.252Z,167731983225209
"""shaan @ 983r-_KdVZ"" posts a small blind of 0.25",2023-02-25T10:10:32.252Z,167731983225208
"Your hand is 8♠, 4♠",2023-02-25T10:10:32.252Z,167731983225204
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (255.98) | #2 ""shaan @ 983r-_KdVZ"" (820.25) | #4 ""tzeng @ mvuSju_1SI"" (183.14) | #6 ""jsu @ JCMKyZuhdN"" (469.94) | #7 ""Andrew @ -kN9JZEj5n"" (943.20) | #9 ""EmperorPenguin @ wu4siWEy8A"" (465.71)",2023-02-25T10:10:32.252Z,167731983225201
