entry,at,order
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T09:49:35.032Z,167731857503200
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T09:49:33.999Z,167731857399900
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T09:49:33.136Z,167731857313600
"""tzeng @ mvuSju_1SI"" posts a big blind of 1.00",2023-02-25T09:49:31.532Z,167731857153209
"""shaan @ 983r-_KdVZ"" posts a small blind of 1.00",2023-02-25T09:49:31.532Z,167731857153208
"Your hand is 10♠, A♦, 7♥, 7♠",2023-02-25T09:49:31.532Z,167731857153204
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (361.48) | #2 ""shaan @ 983r-_KdVZ"" (853.11) | #4 ""tzeng @ mvuSju_1SI"" (152.00) | #6 ""jsu @ JCMKyZuhdN"" (329.22) | #7 ""Andrew @ -kN9JZEj5n"" (987.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (454.46)",2023-02-25T09:49:31.532Z,167731857153201
"-- starting hand #148 (id: 3qpojjyvpdsf)  (Pot Limit Omaha Hi) (dealer: ""SHIKMAN @ 6AIys4Ls8K"") --",2023-02-25T09:49:31.532Z,167731857153200
"Undealt cards: 10♣, 5♥, 10♦ [6♠, 8♣]",2023-02-25T09:49:27.096Z,167731856709600
"-- ending hand #147 --",2023-02-25T09:49:25.584Z,167731856558402
"""shaan @ 983r-_KdVZ"" collected 6.00 from pot",2023-02-25T09:49:25.584Z,167731856558401
"Uncalled bet of 6.00 returned to ""shaan @ 983r-_KdVZ""",2023-02-25T09:49:25.584Z,167731856558400
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T09:49:24.775Z,167731856477500
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T09:49:23.864Z,167731856386400
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T09:49:21.951Z,167731856195100
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T09:49:21.013Z,167731856101300
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T09:49:20.064Z,167731856006400
"""shaan @ 983r-_KdVZ"" bets 6.00",2023-02-25T09:49:19.136Z,167731855913600
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:49:09.260Z,167731854926000
"Flop:  [10♣, 5♥, 10♦]",2023-02-25T09:49:07.514Z,167731854751400
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:49:06.605Z,167731854660500
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:49:04.359Z,167731854435900
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T09:49:03.411Z,167731854341100
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T09:49:02.383Z,167731854238300
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T09:49:01.521Z,167731854152100
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T09:48:59.588Z,167731853958800
"""shaan @ 983r-_KdVZ"" posts a big blind of 1.00",2023-02-25T09:48:58.356Z,167731853835609
"""SHIKMAN @ 6AIys4Ls8K"" posts a small blind of 1.00",2023-02-25T09:48:58.356Z,167731853835608
"Your hand is J♠, 4♣, 8♠, K♦",2023-02-25T09:48:58.356Z,167731853835604
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (362.48) | #2 ""shaan @ 983r-_KdVZ"" (848.11) | #4 ""tzeng @ mvuSju_1SI"" (153.00) | #6 ""jsu @ JCMKyZuhdN"" (330.22) | #7 ""Andrew @ -kN9JZEj5n"" (988.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (455.46)",2023-02-25T09:48:58.356Z,167731853835601
"-- starting hand #147 (id: tdphrtvuovf3)  (Pot Limit Omaha Hi) (dealer: ""EmperorPenguin @ wu4siWEy8A"") --",2023-02-25T09:48:58.356Z,167731853835600
"""shaan @ 983r-_KdVZ"" shows a 3♦, 4♣, 6♣, Q♥.",2023-02-25T09:48:54.231Z,167731853423100
"""SHIKMAN @ 6AIys4Ls8K"" shows a 10♣, 4♦, J♦, 5♣.",2023-02-25T09:48:52.596Z,167731853259600
"Undealt cards: 2♦, A♣, 2♠ [6♦, 7♠]",2023-02-25T09:48:51.760Z,167731853176000
"""tzeng @ mvuSju_1SI"" shows a A♦, J♥, 10♠, 2♥.",2023-02-25T09:48:51.138Z,167731853113800
"-- ending hand #146 --",2023-02-25T09:48:50.307Z,167731853030702
"""tzeng @ mvuSju_1SI"" collected 6.00 from pot",2023-02-25T09:48:50.307Z,167731853030701
"Uncalled bet of 6.00 returned to ""tzeng @ mvuSju_1SI""",2023-02-25T09:48:50.307Z,167731853030700
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T09:48:49.390Z,167731852939000
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T09:48:48.469Z,167731852846900
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T09:48:47.446Z,167731852744600
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T09:48:46.527Z,167731852652700
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T09:48:45.674Z,167731852567400
"""tzeng @ mvuSju_1SI"" bets 6.00",2023-02-25T09:48:39.272Z,167731851927200
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:48:37.275Z,167731851727500
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:48:33.837Z,167731851383700
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:48:32.753Z,167731851275300
"Flop:  [2♦, A♣, 2♠]",2023-02-25T09:48:29.541Z,167731850954100
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:48:28.730Z,167731850873000
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:48:27.835Z,167731850783500
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T09:48:26.909Z,167731850690900
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T09:48:25.971Z,167731850597100
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T09:48:25.031Z,167731850503100
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T09:48:24.099Z,167731850409900
"""SHIKMAN @ 6AIys4Ls8K"" posts a big blind of 1.00",2023-02-25T09:48:21.472Z,167731850147209
"""EmperorPenguin @ wu4siWEy8A"" posts a small blind of 1.00",2023-02-25T09:48:21.472Z,167731850147208
"Your hand is A♦, J♥, 10♠, 2♥",2023-02-25T09:48:21.472Z,167731850147204
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (363.48) | #2 ""shaan @ 983r-_KdVZ"" (849.11) | #4 ""tzeng @ mvuSju_1SI"" (148.00) | #6 ""jsu @ JCMKyZuhdN"" (331.22) | #7 ""Andrew @ -kN9JZEj5n"" (989.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (456.46)",2023-02-25T09:48:21.472Z,167731850147201
"-- starting hand #146 (id: qjhsgqtlmbd9)  (Pot Limit Omaha Hi) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T09:48:21.472Z,167731850147200
"-- ending hand #145 --",2023-02-25T09:48:18.535Z,167731849853502
"""shaan @ 983r-_KdVZ"" collected 18.00 from pot",2023-02-25T09:48:18.535Z,167731849853501
"Uncalled bet of 18.00 returned to ""shaan @ 983r-_KdVZ""",2023-02-25T09:48:18.535Z,167731849853500
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T09:48:17.705Z,167731849770500
"""shaan @ 983r-_KdVZ"" bets 18.00",2023-02-25T09:48:16.766Z,167731849676600
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:48:13.159Z,167731849315900
"River: Q♦, 2♠, 10♥, 9♦ [4♠]",2023-02-25T09:48:12.529Z,167731849252900
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T09:48:11.712Z,167731849171200
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T09:48:10.826Z,167731849082600
"""Andrew @ -kN9JZEj5n"" calls 6.00",2023-02-25T09:48:09.918Z,167731848991800
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T09:48:07.910Z,167731848791000
"""shaan @ 983r-_KdVZ"" bets 6.00",2023-02-25T09:48:06.916Z,167731848691600
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:48:03.908Z,167731848390800
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:48:02.985Z,167731848298500
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:48:00.159Z,167731848015900
"Turn: Q♦, 2♠, 10♥ [9♦]",2023-02-25T09:47:58.855Z,167731847885500
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:47:58.036Z,167731847803600
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T09:47:56.963Z,167731847696300
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:47:55.997Z,167731847599700
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:47:49.558Z,167731846955800
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:47:48.681Z,167731846868100
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:47:47.168Z,167731846716800
"Flop:  [Q♦, 2♠, 10♥]",2023-02-25T09:47:46.241Z,167731846624100
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:47:45.403Z,167731846540300
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:47:44.487Z,167731846448700
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T09:47:43.531Z,167731846353100
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T09:47:42.593Z,167731846259300
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T09:47:41.684Z,167731846168400
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T09:47:39.117Z,167731845911700
"""EmperorPenguin @ wu4siWEy8A"" posts a big blind of 1.00",2023-02-25T09:47:37.832Z,167731845783209
"""Andrew @ -kN9JZEj5n"" posts a small blind of 1.00",2023-02-25T09:47:37.832Z,167731845783208
"Your hand is 4♥, 8♥, 8♣, A♠",2023-02-25T09:47:37.832Z,167731845783204
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (364.48) | #2 ""shaan @ 983r-_KdVZ"" (838.11) | #4 ""tzeng @ mvuSju_1SI"" (149.00) | #6 ""jsu @ JCMKyZuhdN"" (332.22) | #7 ""Andrew @ -kN9JZEj5n"" (996.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (457.46)",2023-02-25T09:47:37.832Z,167731845783201
"-- starting hand #145 (id: bhhpb7b2pq8v)  (Pot Limit Omaha Hi) (dealer: ""jsu @ JCMKyZuhdN"") --",2023-02-25T09:47:37.832Z,167731845783200
"Undealt cards: 2♠, 5♥, 3♦ [3♠, 6♣]",2023-02-25T09:47:33.222Z,167731845322200
"-- ending hand #144 --",2023-02-25T09:47:31.826Z,167731845182602
"""shaan @ 983r-_KdVZ"" collected 6.00 from pot",2023-02-25T09:47:31.826Z,167731845182601
"Uncalled bet of 6.00 returned to ""shaan @ 983r-_KdVZ""",2023-02-25T09:47:31.826Z,167731845182600
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T09:47:30.909Z,167731845090900
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T09:47:28.392Z,167731844839200
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T09:47:27.458Z,167731844745800
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T09:47:26.513Z,167731844651300
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T09:47:23.920Z,167731844392000
"""shaan @ 983r-_KdVZ"" bets 6.00",2023-02-25T09:47:22.982Z,167731844298200
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:47:16.139Z,167731843613900
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:47:15.272Z,167731843527200
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:47:13.639Z,167731843363900
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:47:12.809Z,167731843280900
"Flop:  [2♠, 5♥, 3♦]",2023-02-25T09:47:10.613Z,167731843061300
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:47:09.709Z,167731842970900
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:47:08.828Z,167731842882800
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T09:47:07.377Z,167731842737700
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T09:47:06.459Z,167731842645900
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T09:47:03.734Z,167731842373400
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T09:47:02.869Z,167731842286900
"""Andrew @ -kN9JZEj5n"" posts a big blind of 1.00",2023-02-25T09:47:00.211Z,167731842021110
"""jsu @ JCMKyZuhdN"" posts a small blind of 1.00",2023-02-25T09:47:00.211Z,167731842021109
"Your hand is 6♥, J♥, K♠, J♦",2023-02-25T09:47:00.211Z,167731842021105
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (365.48) | #2 ""shaan @ 983r-_KdVZ"" (833.11) | #4 ""tzeng @ mvuSju_1SI"" (150.00) | #6 ""jsu @ JCMKyZuhdN"" (333.22) | #7 ""Andrew @ -kN9JZEj5n"" (997.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (458.46)",2023-02-25T09:47:00.211Z,167731842021102
"-- starting hand #144 (id: be4b2icauwyn)  (Pot Limit Omaha Hi) (dealer: ""tzeng @ mvuSju_1SI"") --",2023-02-25T09:47:00.211Z,167731842021101
"The admin updated the player ""tzeng @ mvuSju_1SI"" stack from 44.25 to 150.00.",2023-02-25T09:47:00.211Z,167731842021100
"""SHIKMAN @ 6AIys4Ls8K"" shows a 7♦, 7♣, 4♣, 3♣.",2023-02-25T09:46:58.678Z,167731841867800
"""EmperorPenguin @ wu4siWEy8A"" shows a 3♠, Q♠, J♥, 9♥.",2023-02-25T09:46:58.252Z,167731841825200
"-- ending hand #143 --",2023-02-25T09:46:55.877Z,167731841587702
"""SHIKMAN @ 6AIys4Ls8K"" collected 18.00 from pot",2023-02-25T09:46:55.877Z,167731841587701
"Uncalled bet of 18.00 returned to ""SHIKMAN @ 6AIys4Ls8K""",2023-02-25T09:46:55.877Z,167731841587700
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T09:46:55.051Z,167731841505100
"""SHIKMAN @ 6AIys4Ls8K"" bets 18.00",2023-02-25T09:46:53.096Z,167731841309600
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:46:49.909Z,167731840990900
"River: Q♣, 3♦, 7♥, K♠ [5♥]",2023-02-25T09:46:48.402Z,167731840840200
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:46:47.520Z,167731840752000
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:46:42.978Z,167731840297800
"Turn: Q♣, 3♦, 7♥ [K♠]",2023-02-25T09:46:41.270Z,167731840127000
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T09:46:40.426Z,167731840042600
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T09:46:39.491Z,167731839949100
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T09:46:38.491Z,167731839849100
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T09:46:37.582Z,167731839758200
"""SHIKMAN @ 6AIys4Ls8K"" calls 6.00",2023-02-25T09:46:33.223Z,167731839322300
"""EmperorPenguin @ wu4siWEy8A"" bets 6.00",2023-02-25T09:46:29.746Z,167731838974600
"WARNING: the admin queued the stack change for the player ""tzeng @ mvuSju_1SI"" reseting to 150.00 chips in the next hand.",2023-02-25T09:46:24.333Z,167731838433300
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:46:18.207Z,167731837820700
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:46:17.277Z,167731837727700
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:46:16.281Z,167731837628100
"Flop:  [Q♣, 3♦, 7♥]",2023-02-25T09:46:14.573Z,167731837457300
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:46:13.667Z,167731837366700
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:46:12.723Z,167731837272300
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T09:46:11.777Z,167731837177700
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T09:46:10.822Z,167731837082200
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T09:46:05.617Z,167731836561700
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T09:46:03.991Z,167731836399100
"""jsu @ JCMKyZuhdN"" posts a big blind of 1.00",2023-02-25T09:46:02.368Z,167731836236809
"""tzeng @ mvuSju_1SI"" posts a small blind of 1.00",2023-02-25T09:46:02.368Z,167731836236808
"Your hand is 5♣, K♣, 10♠, 4♦",2023-02-25T09:46:02.368Z,167731836236804
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (354.48) | #2 ""shaan @ 983r-_KdVZ"" (834.11) | #4 ""tzeng @ mvuSju_1SI"" (45.25) | #6 ""jsu @ JCMKyZuhdN"" (334.22) | #7 ""Andrew @ -kN9JZEj5n"" (998.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (465.46)",2023-02-25T09:46:02.368Z,167731836236801
"-- starting hand #143 (id: svfxkhzzuylq)  (Pot Limit Omaha Hi) (dealer: ""shaan @ 983r-_KdVZ"") --",2023-02-25T09:46:02.368Z,167731836236800
"""tzeng @ mvuSju_1SI"" shows a 4♣, 5♠, K♦, 5♣.",2023-02-25T09:45:56.911Z,167731835691100
"-- ending hand #142 --",2023-02-25T09:45:55.761Z,167731835576102
"""jsu @ JCMKyZuhdN"" collected 144.00 from pot with Full House (combination: 7♦, 7♣, 7♥, Q♣, Q♠)",2023-02-25T09:45:55.761Z,167731835576101
"""jsu @ JCMKyZuhdN"" shows a Q♣, K♥, J♠, 7♦.",2023-02-25T09:45:55.761Z,167731835576100
"""tzeng @ mvuSju_1SI"" calls 48.00",2023-02-25T09:45:54.951Z,167731835495100
"""jsu @ JCMKyZuhdN"" bets 48.00",2023-02-25T09:45:54.033Z,167731835403300
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:45:50.401Z,167731835040100
"River: 5♦, Q♠, 10♠, 7♣ [7♥]",2023-02-25T09:45:46.156Z,167731834615600
"""tzeng @ mvuSju_1SI"" calls 12.00",2023-02-25T09:45:45.326Z,167731834532600
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T09:45:36.113Z,167731833611300
"""jsu @ JCMKyZuhdN"" bets 12.00",2023-02-25T09:45:35.214Z,167731833521400
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:45:31.646Z,167731833164600
"Turn: 5♦, Q♠, 10♠ [7♣]",2023-02-25T09:45:30.143Z,167731833014300
"""tzeng @ mvuSju_1SI"" calls 6.00",2023-02-25T09:45:29.323Z,167731832932300
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T09:45:28.052Z,167731832805200
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T09:45:27.038Z,167731832703800
"""EmperorPenguin @ wu4siWEy8A"" calls 6.00",2023-02-25T09:45:26.178Z,167731832617800
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T09:45:20.892Z,167731832089200
"""jsu @ JCMKyZuhdN"" bets 6.00",2023-02-25T09:45:18.764Z,167731831876400
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:45:16.785Z,167731831678500
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:45:15.374Z,167731831537400
"Flop:  [5♦, Q♠, 10♠]",2023-02-25T09:45:08.323Z,167731830832300
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:45:07.418Z,167731830741800
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:45:06.457Z,167731830645700
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T09:45:03.565Z,167731830356500
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T09:45:02.670Z,167731830267000
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T09:45:01.748Z,167731830174800
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T09:45:00.818Z,167731830081800
"""tzeng @ mvuSju_1SI"" posts a big blind of 1.00",2023-02-25T09:44:58.920Z,167731829892011
"""shaan @ 983r-_KdVZ"" posts a small blind of 1.00",2023-02-25T09:44:58.920Z,167731829892010
"Your hand is 4♣, 5♠, K♦, 5♣",2023-02-25T09:44:58.920Z,167731829892006
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (355.48) | #2 ""shaan @ 983r-_KdVZ"" (835.11) | #4 ""tzeng @ mvuSju_1SI"" (112.25) | #6 ""jsu @ JCMKyZuhdN"" (257.22) | #7 ""Andrew @ -kN9JZEj5n"" (999.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (472.46)",2023-02-25T09:44:58.920Z,167731829892003
"-- starting hand #142 (id: uaqo9mafu2la)  (Pot Limit Omaha Hi) (dealer: ""SHIKMAN @ 6AIys4Ls8K"") --",2023-02-25T09:44:58.920Z,167731829892002
"The game's big blind was changed from 0.50 to 1.00.",2023-02-25T09:44:58.920Z,167731829892001
"The game's small blind was changed from 0.25 to 1.00.",2023-02-25T09:44:58.920Z,167731829892000
"-- ending hand #141 --",2023-02-25T09:44:52.916Z,167731829291605
"""SHIKMAN @ 6AIys4Ls8K"" shows a 8♥, 5♥, Q♣, 6♥.",2023-02-25T09:44:52.916Z,167731829291604
"""tzeng @ mvuSju_1SI"" collected 3.00 from pot with Two Pair (combination: K♦, K♥, 5♣, 5♦, A♠)",2023-02-25T09:44:52.916Z,167731829291603
"""tzeng @ mvuSju_1SI"" shows a 7♥, K♦, 5♣, 6♠.",2023-02-25T09:44:52.916Z,167731829291602
"""shaan @ 983r-_KdVZ"" collected 3.00 from pot with Two Pair (combination: K♣, K♥, 5♠, 5♦, A♠)",2023-02-25T09:44:52.916Z,167731829291601
"""shaan @ 983r-_KdVZ"" shows a K♣, 5♠, J♥, 4♦.",2023-02-25T09:44:52.916Z,167731829291600
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:44:52.058Z,167731829205800
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:44:51.142Z,167731829114200
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:44:50.221Z,167731829022100
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:44:49.211Z,167731828921100
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:44:48.227Z,167731828822700
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:44:44.085Z,167731828408500
"River: 5♦, A♠, K♥, 3♠ [8♦]",2023-02-25T09:44:42.515Z,167731828251500
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:44:41.710Z,167731828171000
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:44:39.538Z,167731827953800
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:44:38.602Z,167731827860200
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:44:37.603Z,167731827760300
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:44:36.691Z,167731827669100
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:44:33.386Z,167731827338600
"Turn: 5♦, A♠, K♥ [3♠]",2023-02-25T09:44:31.106Z,167731827110600
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:44:30.259Z,167731827025900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T09:44:27.732Z,167731826773200
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T09:44:26.794Z,167731826679400
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T09:44:25.833Z,167731826583300
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T09:44:24.937Z,167731826493700
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:43:56.234Z,167731823623400
"Flop:  [5♦, A♠, K♥]",2023-02-25T09:43:52.516Z,167731823251600
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T09:43:51.702Z,167731823170200
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T09:43:50.807Z,167731823080700
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T09:43:49.878Z,167731822987800
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T09:43:48.415Z,167731822841500
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T09:43:25.346Z,167731820534600
"""EmperorPenguin @ wu4siWEy8A"" raises to 1.00",2023-02-25T09:43:23.809Z,167731820380900
"""Andrew @ -kN9JZEj5n"" calls 0.50",2023-02-25T09:43:21.284Z,167731820128400
"""jsu @ JCMKyZuhdN"" calls 0.50",2023-02-25T09:43:20.381Z,167731820038100
"""tzeng @ mvuSju_1SI"" calls 0.50",2023-02-25T09:43:19.347Z,167731819934700
"""shaan @ 983r-_KdVZ"" posts a big blind of 0.50",2023-02-25T09:43:18.049Z,167731819804909
"""SHIKMAN @ 6AIys4Ls8K"" posts a small blind of 0.25",2023-02-25T09:43:18.049Z,167731819804908
"Your hand is 7♥, K♦, 5♣, 6♠",2023-02-25T09:43:18.049Z,167731819804904
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (356.48) | #2 ""shaan @ 983r-_KdVZ"" (833.11) | #4 ""tzeng @ mvuSju_1SI"" (110.25) | #6 ""jsu @ JCMKyZuhdN"" (258.22) | #7 ""Andrew @ -kN9JZEj5n"" (1000.95) | #9 ""EmperorPenguin @ wu4siWEy8A"" (473.46)",2023-02-25T09:43:18.049Z,167731819804901
"-- starting hand #141 (id: nmwndagfrvvg)  (Pot Limit Omaha Hi) (dealer: ""EmperorPenguin @ wu4siWEy8A"") --",2023-02-25T09:43:18.049Z,167731819804900
"-- ending hand #140 --",2023-02-25T09:43:12.046Z,167731819204603
"""EmperorPenguin @ wu4siWEy8A"" shows a A♦, 2♦.",2023-02-25T09:43:12.046Z,167731819204602
"""SHIKMAN @ 6AIys4Ls8K"" collected 7.00 from pot with Pair, 6's (combination: 6♠, 6♥, K♣, Q♦, J♣)",2023-02-25T09:43:12.046Z,167731819204601
"""SHIKMAN @ 6AIys4Ls8K"" shows a J♣, 6♠.",2023-02-25T09:43:12.046Z,167731819204600
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:43:11.243Z,167731819124300
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:43:09.929Z,167731818992900
"River: 4♣, 6♥, K♣, 9♥ [Q♦]",2023-02-25T09:43:04.728Z,167731818472800
"""EmperorPenguin @ wu4siWEy8A"" calls 2.00",2023-02-25T09:43:03.892Z,167731818389200
"""SHIKMAN @ 6AIys4Ls8K"" bets 2.00",2023-02-25T09:42:51.383Z,167731817138300
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:42:47.988Z,167731816798800
"Turn: 4♣, 6♥, K♣ [9♥]",2023-02-25T09:42:42.716Z,167731816271600
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T09:42:41.910Z,167731816191000
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T09:42:39.963Z,167731815996300
"Flop:  [4♣, 6♥, K♣]",2023-02-25T09:42:34.710Z,167731815471000
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.50",2023-02-25T09:42:33.902Z,167731815390200
